url,straat,huisnummer,postcode,plaats,wijk,Vraagprijs,Vraagprijs per m²,Status,Soort woonhuis,Soort bouw,Bouwjaar,Specifiek,Soort dak,Gebruiksoppervlakten,Wonen,Overige inpandige ruimte,Gebouwgebonden buitenruimte,Externe bergruimte,Perceel,Inhoud,Aantal kamers,Aantal badkamers,Badkamervoorzieningen,Aantal woonlagen,Voorzieningen,Energielabel,Isolatie,Verwarming,Warm water,Oppervlakte,Eigendomssituatie,Ligging,Tuin,Achtertuin,Ligging tuin,Schuur/berging,Soort parkeergelegenheid,Inwoners,Gezin met kinderen,Gem. vraagprijs / m²,Keurmerken,Cv-ketel,Soort garage,Capaciteit,Oorspronkelijke vraagprijs,Toegankelijkheid,Balkon/dakterras,Zijtuin,Patio/atrium,Servicekosten,Praktijkruimte,Voortuin,Verkoopdatum,Looptijd,Laatste vraagprijs,Bouwperiode,Koopmengvorm,Zonneterras,Prijs,Veilingdatum,Kantoorruimte,model_pred,is_train,error,abs_error
https://www.funda.nl/detail/koop/almere/huis-de-vlet-tussenwoning-bouwnr-321/43155633/,De Vlet - Tussenwoning (Bouwnr. 321),,1349 NC,Almere,Oosterwold Zuid,379000.0,€ 6.649,Verkocht onder voorbehoud,"Eengezinswoning, tussenwoning",Nieuwbouw,2025,,Plat dak,,57 m²,,,4 m²,104 m²,270 m³,3 kamers (2 slaapkamers),1 badkamer,Douche en wastafel,2 woonlagen,Zonnepanelen,A++++,HR-glas en volledig geïsoleerd,Gehele vloerverwarming en warmtepomp,,104 m²,,"Aan rustige weg, in woonwijk, landelijk gelegen en vrij uitzicht",Achtertuin,,,Vrijstaande houten berging,Openbaar parkeren,3.53,40%,€ 5.670,,,,,,,,,,,,,,,,,,,,,,356475.32239472313,True,22524.67760527687,22524.67760527687
https://www.funda.nl/detail/koop/almere/huis-kamerlingh-onnesstraat-56/89686730/,Kamerlingh Onnesstraat,56.0,1341 BX,Almere,Nobelhorst West,1025000.0,€ 4.790,Onder bod,"Villa, vrijstaande woning",Bestaande bouw,2021,,Zadeldak bedekt met overig,,214 m²,6 m²,35 m²,,355 m²,860 m³,5 kamers (4 slaapkamers),2 badkamers en 2 aparte toiletten,"2 inloopdouches, toilet, wastafelmeubel, dubbele wastafel, en ligbad","2 woonlagen, een vliering, en een kelder","Balansventilatie, dakraam, glasvezelkabel, rookkanaal, schuifpui, TV kabel, en zonnepanelen",A++++,Driedubbel glas en volledig geïsoleerd,"Houtkachel, gedeeltelijke vloerverwarming, warmte terugwininstallatie en warmtepomp",Elektrische boiler,355 m²,Volle eigendom,"Aan rustige weg, aan vaarwater, aan water, in bosrijke omgeving en in woonwijk",Tuin rondom,,,,Op eigen terrein en openbaar parkeren,2.425,65%,€ 4.472,,,,,,,,,,,,,,,,,,,,,,1197787.1455517,True,-172787.1455516999,172787.1455516999
https://www.funda.nl/detail/koop/almere/huis-de-vlet-tussenwoning-bouwnr-328/43264371/,De Vlet - Tussenwoning (Bouwnr. 328),,1349 NC,Almere,Oosterwold Zuid,384000.0,€ 6.737,Verkocht onder voorbehoud,"Eengezinswoning, tussenwoning",Nieuwbouw,2026,,Plat dak,,57 m²,,,4 m²,119 m²,265 m³,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche en wastafel,2 woonlagen,Zonnepanelen,A++++,Volledig geïsoleerd,Gehele vloerverwarming en warmtepomp,,119 m²,,"Aan rustige weg, in woonwijk, landelijk gelegen en vrij uitzicht",Achtertuin,,,Vrijstaande houten berging,Openbaar parkeren,3.53,40%,€ 5.670,,,,,,,,,,,,,,,,,,,,,,377221.4900825311,True,6778.50991746888,6778.50991746888
https://www.funda.nl/detail/koop/almere/huis-de-vlet-tussenwoning-bouwnr-314/43155611/,De Vlet - Tussenwoning (Bouwnr. 314),,1349 NC,Almere,Oosterwold Zuid,379000.0,€ 6.649,Verkocht onder voorbehoud,"Eengezinswoning, tussenwoning",Nieuwbouw,2025,,Plat dak,,57 m²,,,4 m²,104 m²,270 m³,3 kamers (2 slaapkamers),1 badkamer,Douche en wastafel,2 woonlagen,Zonnepanelen,A++++,HR-glas en volledig geïsoleerd,Gehele vloerverwarming en warmtepomp,,104 m²,,"Aan rustige weg, in woonwijk, landelijk gelegen en vrij uitzicht",Achtertuin,,,Vrijstaande houten berging,Openbaar parkeren,3.53,40%,€ 5.670,,,,,,,,,,,,,,,,,,,,,,356475.32239472313,True,22524.67760527687,22524.67760527687
https://www.funda.nl/detail/koop/almere/huis-fagotstraat-19/89777731/,Fagotstraat,19.0,1312 KV,Almere,Muziekwijk N.-Midden,450000.0,€ 3.750,Beschikbaar,"Eengezinswoning, tussenwoning",Bestaande bouw,1991,Gedeeltelijk gestoffeerd,Zadeldak bedekt met bitumineuze dakbedekking,,120 m²,,,6 m²,134 m²,420 m³,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,"Douche, ligbad, toilet, en wastafel",2 woonlagen en een zolder,"Dakraam, glasvezelkabel, en mechanische ventilatie",B,Volledig geïsoleerd,Stadsverwarming,Stadsverwarming,134 m²,Volle eigendom,Aan rustige weg en in woonwijk,Achtertuin en voortuin,"49 m² (9,15 meter diep en 5,40 meter breed)",Gelegen op het zuiden bereikbaar via achterom,Vrijstaande stenen berging,Openbaar parkeren,1.775,40%,€ 4.345,,,,,,,,,,,,,,,,,,,,,,483246.76574254304,True,-33246.76574254304,33246.76574254304
https://www.funda.nl/detail/koop/almere/huis-texelstraat-22/89750737/,Texelstraat,22.0,1339 TK,Almere,Eilandenbuurt Noord,500000.0,€ 3.937,Verkocht onder voorbehoud,"Eengezinswoning, hoekwoning",Bestaande bouw,2002,,Plat dak bedekt met bitumineuze dakbedekking,,127 m²,,15 m²,10 m²,183 m²,431 m³,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,"Dubbele wastafel, inloopdouche, toilet, en wastafelmeubel",2 woonlagen,Elektra,A,Volledig geïsoleerd,Cv-ketel,Cv-ketel en zonneboiler,183 m²,Volle eigendom,Aan rustige weg en in woonwijk,Achtertuin,"67 m² (13,25 meter diep en 5,02 meter breed)",Gelegen op het westen bereikbaar via achterom,Vrijstaande houten berging,Openbaar parkeren,1.445,47%,€ 4.129,,"Remeha CR Tzerra (gas gestookt combiketel uit 2018, eigendom)",,,,,,,,,,,,,,,,,,,,493659.8446457902,True,6340.155354209826,6340.155354209826
https://www.funda.nl/detail/koop/almere/huis-boedapeststraat-9/43320716/,Boedapeststraat,9.0,1334 EA,Almere,Centrum Almere Buiten Noord,365000.0,€ 3.925,Beschikbaar,"Eengezinswoning, tussenwoning",Bestaande bouw,1987,,Plat dak,,93 m²,,14 m²,8 m²,147 m²,334 m³,4 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,"Dubbele wastafel, inloopdouche, toilet, en wastafelmeubel",2 woonlagen,Mechanische ventilatie,A,,Cv-ketel en gedeeltelijke vloerverwarming,Cv-ketel,147 m²,Volle eigendom,"Aan rustige weg, in bosrijke omgeving en in woonwijk",Achtertuin en voortuin,"60 m² (12,00 meter diep en 5,00 meter breed)",Gelegen op het zuidwesten bereikbaar via achterom,Vrijstaande houten berging,Openbaar parkeren,1.56,25%,€ 3.790,,Eigendom,,,,,,,,,,,,,,,,,,,,388622.13115375506,True,-23622.131153755065,23622.131153755065
https://www.funda.nl/detail/koop/almere/huis-sibeliuspad-25/43379199/,Sibeliuspad,25.0,1323 CN,Almere,Muziekwijk Z.-Oost,415000.0,€ 4.029,Verkocht onder voorbehoud,"Eengezinswoning, tussenwoning",Bestaande bouw,1988,Gedeeltelijk gestoffeerd,Zadeldak bedekt met pannen,,103 m²,,,7 m²,110 m²,356 m³,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,"Inloopdouche, toilet, wastafel, en wastafelmeubel",3 woonlagen,Elektra,B,Geen isolatie,Stadsverwarming,Stadsverwarming,110 m²,Volle eigendom,In woonwijk,Achtertuin en voortuin,"50 m² (10,00 meter diep en 5,00 meter breed)",Gelegen op het zuiden bereikbaar via achterom,Vrijstaande houten berging,Openbaar parkeren,2.99,35%,€ 4.128,,,,,,,,,,,,,,,,,,,,,,412760.9606520584,False,2239.0393479415798,2239.0393479415798
https://www.funda.nl/detail/koop/almere/huis-letlandstraat/89662640/,Letlandstraat,,1362 JT,Almere,Europakwartier Oost (brt),632500.0,€ 4.720,Beschikbaar,"Eengezinswoning, tussenwoning",Nieuwbouw,Na 2020,,Lessenaardak bedekt met bitumineuze dakbedekking,,134 m²,7 m²,,6 m²,,402 m³,5 kamers (4 slaapkamers),2 aparte toiletten,,3 woonlagen,Elektra,A+++,Geen isolatie,,,,,"Aan rustige weg, beschutte ligging en in woonwijk",Achtertuin en voortuin,"58 m² (12,00 meter diep en 4,80 meter breed)",Gelegen op het zuidwesten bereikbaar via achterom,Vrijstaande houten berging,Openbaar parkeren,2.27,44%,€ 4.829,Woningborg Garantiecertificaat,,,,,,,,,,,,,,,,,,,,,636415.4335931633,True,-3915.433593163267,3915.433593163267
https://www.funda.nl/detail/koop/almere/huis-a1-bouwnr-13/43809593/,A1 (Bouwnr. 13),,1362 LC,Almere,Olympiakwartier Oost (brt),522660.0,€ 4.667,Verkocht onder voorbehoud,"Eengezinswoning, tussenwoning",Nieuwbouw,2025,,,,112 m²,,,,90 m²,404 m³,5 kamers (4 slaapkamers),,,3 woonlagen,,A++,,,,90 m²,,In woonwijk,,,,Vrijstaande houten berging,,125.0,,,,,,,,,,,,,,,,,,,,,,,,532242.0756886163,True,-9582.075688616256,9582.075688616256
https://www.funda.nl/detail/koop/almere/huis-madernastraat-99/43389491/,Madernastraat,99.0,1323 HJ,Almere,Muziekwijk Z.-Oost,450000.0,€ 3.982,Beschikbaar,"Eengezinswoning, 2-onder-1-kapwoning",Bestaande bouw,1989,,Zadeldak,,113 m²,14 m²,,,140 m²,449 m³,5 kamers (4 slaapkamers),1 badkamer,"Douche, ligbad, toilet, en wastafel",3 woonlagen,Elektra,Niet beschikbaar,Dubbel glas,Stadsverwarming,,140 m²,Volle eigendom,"Aan park, aan rustige weg, aan water en vrij uitzicht",Achtertuin en voortuin,,,,Op eigen terrein en openbaar parkeren,2.99,35%,€ 4.128,,,Aangebouwde stenen garage,1 auto,,,,,,,,,,,,,,,,,,503581.27294457966,True,-53581.27294457966,53581.27294457966
https://www.funda.nl/detail/koop/almere/huis-hoekwoning-bouwnr-12/89679600/,Hoekwoning (Bouwnr. 12),,1361 BS,Almere,Duin Zuid,680000.0,€ 5.667,Verkocht onder voorbehoud,"Eengezinswoning, hoekwoning",Nieuwbouw,2026,,,,120 m²,,32 m²,5 m²,155 m²,312 m³,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,,2 woonlagen,Elektra,A++,,Stadsverwarming,,155 m²,,,,,,Aangebouwde houten berging,Op eigen terrein,2.055,30%,€ 5.624,Woningborg Garantiecertificaat,,,,,,,,,,,,,,,,,,,,,681082.4313761564,False,-1082.4313761563972,1082.4313761563972
https://www.funda.nl/detail/koop/almere/huis-hoekwoning-type-c-bouwnr-6/43369219/,Hoekwoning Type C (Bouwnr. 6),,1325 VW,Almere,Laterna Magikapark,699000.0,€ 5.216,Beschikbaar,"Eengezinswoning, hoekwoning",Nieuwbouw,2027,,,,134 m²,,,,214 m²,350 m³,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,Inloopdouche,3 woonlagen,,A++,,,,214 m²,,Aan park,,,,Vrijstaande houten berging,,20.0,,,,,,,,,,,,,,,,,,,,,,,,672184.3584871019,False,26815.641512898146,26815.641512898146
https://www.funda.nl/detail/koop/almere/huis-wm-dudokstraat-67/89757295/,W.M. Dudokstraat,67.0,1333 LT,Almere,Bouwmeesterbuurt Noord,415000.0,€ 3.773,Onder bod,"Eengezinswoning, tussenwoning",Bestaande bouw,1989,Gedeeltelijk gestoffeerd,Zadeldak bedekt met pannen,,110 m²,,,8 m²,151 m²,340 m³,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,"Douche, inloopdouche, toilet, wastafel, en wastafelmeubel",3 woonlagen,Elektra,A,Geen isolatie,Elektrische verwarming,Cv-ketel en elektrische boiler,151 m²,Volle eigendom,Aan rustige weg en in woonwijk,Achtertuin en voortuin,"69 m² (13,39 meter diep en 5,75 meter breed)",Gelegen op het zuidwesten bereikbaar via achterom,Vrijstaande houten berging,Openbaar parkeren,1.825,42%,€ 3.823,,,,,,,,,,,,,,,,,,,,,,429317.0130111617,True,-14317.013011161704,14317.013011161704
https://www.funda.nl/detail/koop/almere/huis-turkijekade-156/43214970/,Turkijekade,156.0,1362 KJ,Almere,Europakwartier Oost (brt),642500.0,€ 4.831,Beschikbaar,"Eengezinswoning, hoekwoning",Nieuwbouw,Na 2020,,Zadeldak,,133 m²,,,6 m²,,399 m³,5 kamers (4 slaapkamers),1 badkamer,"Douche, toilet, en wastafel",2 woonlagen en een zolder,Glasvezelkabel en zonnepanelen,A+++,Volledig geïsoleerd,Stadsverwarming en gehele vloerverwarming,Stadsverwarming,,,In woonwijk,Achtertuin,,,Vrijstaande houten berging,Openbaar parkeren,2.27,44%,€ 4.829,,,,,,,,,,,,,,,,,,,,,,624245.8799927853,True,18254.12000721472,18254.12000721472
https://www.funda.nl/detail/koop/almere/huis-e-du-perronstraat-35/43391234/,E. du Perronstraat,35.0,1321 BK,Almere,Literatuurwijk Midden-oost,575000.0,€ 4.356,Beschikbaar,"Eengezinswoning, hoekwoning",Bestaande bouw,1998,Gedeeltelijk gestoffeerd,Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,,132 m²,16 m²,,7 m²,212 m²,497 m³,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,"Ligbad, stoomcabine, toilet, en wastafelmeubel",3 woonlagen,Elektrische deur,A,Geen isolatie,Stadsverwarming,Stadsverwarming,212 m²,Volle eigendom,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin","64 m² (8,00 meter diep en 8,00 meter breed)",Gelegen op het zuidoosten bereikbaar via achterom,Vrijstaande houten berging,Op eigen terrein en openbaar parkeren,1.825,57%,€ 4.073,,,Inpandig,1 auto,,,,,,,,,,,,,,,,,,523668.48379748163,False,51331.51620251837,51331.51620251837
https://www.funda.nl/detail/koop/almere/huis-gildemark-109/89654875/,Gildemark,109.0,1351 HK,Almere,"Brugmark, Noordmark en Gildemark",490000.0,€ 4.495,Verkocht onder voorbehoud,"Eengezinswoning, tussenwoning",Bestaande bouw,1982,,Plat dak bedekt met bitumineuze dakbedekking,,109 m²,,,18 m²,145 m²,350 m³,4 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,"Douche, dubbele wastafel, ligbad, toilet, en vloerverwarming",2 woonlagen,Elektra en verwarming,A+++,"Dakisolatie, dubbel glas en vloerisolatie",Gehele vloerverwarming en warmtepomp,Elektrische boiler en zonneboiler,145 m²,Volle eigendom,Aan bosrand en in woonwijk,Achtertuin,"60 m² (0,10 meter diep en 0,06 meter breed)",Gelegen op het zuidoosten,Box,Op eigen terrein,505.0,31%,,Energie Prestatie Advies,,,,€ 535.000 kosten koper,,,,,,,,,,,,,,,,,464508.0758989783,False,25491.924101021723,25491.924101021723
https://www.funda.nl/detail/koop/almere/huis-bulgarijestraat-38/89721424/,Bulgarijestraat,38.0,1362 KE,Almere,Europakwartier Oost (brt),650000.0,€ 5.078,Beschikbaar,"Herenhuis, tussenwoning",Bestaande bouw,2025,Gestoffeerd,Zadeldak bedekt met pannen,,128 m²,5 m²,,5 m²,126 m²,470 m³,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,"Douche, toilet, en wastafel",3 woonlagen,Elektra,A++,Volledig geïsoleerd,Stadsverwarming,Stadsverwarming,126 m²,Volle eigendom,Aan rustige weg en in woonwijk,Achtertuin,"42 m² (8,64 meter diep en 4,82 meter breed)",Gelegen op het noordoosten,Vrijstaande houten berging,Openbaar parkeren,2.27,44%,€ 4.829,,,,,,,,,,,,,,,,,,,,,,575370.4942791017,True,74629.50572089828,74629.50572089828
https://www.funda.nl/detail/koop/almere/huis-vrijstaande-bungalow-bouwnr-346/43251794/,Vrijstaande Bungalow (Bouwnr. 346),,1349 NC,Almere,Oosterwold Zuid,735000.0,€ 7.989,Beschikbaar,"Bungalow, vrijstaande woning",Nieuwbouw,2026,,,,92 m²,,,,561 m²,276 m³,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,,1 woonlaag,,Niet beschikbaar,,,,561 m²,,In bosrijke omgeving,,,,,Op eigen terrein,3.53,40%,€ 5.670,,,,,,,,,,,,,,,,,,,,,,689921.8658490449,False,45078.13415095513,45078.13415095513
https://www.funda.nl/detail/koop/almere/huis-leo-gestelstraat-8/43397742/,Leo Gestelstraat,8.0,1328 DE,Almere,Tussen de Vaarten Z.- Noordoost,450000.0,€ 3.516,Beschikbaar,"Eengezinswoning, tussenwoning",Bestaande bouw,2001,,Lessenaardak bedekt met pannen,,128 m²,,17 m²,9 m²,154 m²,438 m³,5 kamers (3 slaapkamers),2 badkamers en 1 apart toilet,"Sauna, douche, ligbad, toilet, wastafel, en wastafelmeubel",3 woonlagen,"Buitenzonwering, mechanische ventilatie, sauna, schuifpui, en zonnepanelen",A+,,Stadsverwarming,Stadsverwarming,154 m²,Volle eigendom,Aan rustige weg en in woonwijk,Achtertuin en voortuin,"63 m² (11,50 meter diep en 5,50 meter breed)",Gelegen op het noordwesten bereikbaar via achterom,Vrijstaande houten berging,Op eigen terrein en openbaar parkeren,2.16,50%,€ 3.809,,,,,,,Dakterras aanwezig,,,,,,,,,,,,,,,500067.7133014484,True,-50067.713301448384,50067.713301448384
https://www.funda.nl/detail/koop/almere/huis-roer-2/43318894/,Roer,2.0,1319 CM,Almere,Noorderplassen W.-Zuid,350000.0,€ 4.545,Beschikbaar,"Eengezinswoning, eindwoning",Bestaande bouw,2008,,Plat dak bedekt met bitumineuze dakbedekking,,77 m²,,,5 m²,,296 m³,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,"Inloopdouche, toilet, en wastafelmeubel",3 woonlagen,Elektra,A,Geen isolatie,Stadsverwarming,Stadsverwarming,,Volle eigendom,"Aan vaarwater, aan water, in woonwijk en vrij uitzicht",Achtertuin en voortuin,,,Vrijstaande stenen berging,Op afgesloten terrein en openbaar parkeren,2.185,51%,€ 3.998,,,,,,,,,,€ 108 per maand,,,,,,,,,,,,394019.2268471139,True,-44019.226847113925,44019.226847113925
https://www.funda.nl/detail/koop/almere/huis-vivaldipad-15/89776894/,Vivaldipad,15.0,1323 AH,Almere,Muziekwijk Z.-Oost,395000.0,€ 4.031,Beschikbaar,"Eengezinswoning, hoekwoning",Bestaande bouw,1986,Gestoffeerd,Zadeldak bedekt met pannen,,98 m²,,,13 m²,122 m²,353 m³,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,"Douche, toilet, en wastafel",3 woonlagen,Elektra,A,Volledig geïsoleerd,Stadsverwarming,Stadsverwarming,122 m²,Volle eigendom,Aan rustige weg en in woonwijk,Achtertuin,"66 m² (11,23 meter diep en 5,84 meter breed)",Gelegen op het zuidwesten bereikbaar via achterom,Vrijstaande houten berging,Openbaar parkeren,2.99,35%,€ 4.128,,,,,,,,,,,,,,,,,,,,,,405152.41851683805,True,-10152.41851683805,10152.41851683805
https://www.funda.nl/detail/koop/almere/huis-malevitsjpad-10/43322104/,Malevitsjpad,10.0,1328 JX,Almere,Tussen de Vaarten Z.- Midden west,485000.0,€ 5.000,Beschikbaar,"Bungalow, tussenwoning (patiowoning)",Bestaande bouw,2001,Gedeeltelijk gestoffeerd,Plat dak bedekt met bitumineuze dakbedekking,,97 m²,1 m²,19 m²,,200 m²,346 m³,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,"Douche, ligbad, toilet, en wastafel",1 woonlaag,"Elektra, verwarming en stromend water",A,Volledig geïsoleerd,Stadsverwarming,Stadsverwarming,200 m²,Volle eigendom,,Patio/atrium en voortuin,,Gelegen op het zuidwesten,Inpandig,Op eigen terrein,1.715,48%,€ 3.637,,,Carport en parkeerplaats,,,,,,"26 m² (4,40 meter diep en 5,94 meter breed)",,,,,,,,,,,,,438924.7733135197,True,46075.22668648028,46075.22668648028
https://www.funda.nl/detail/koop/almere/huis-3-laagse-hoekwoning-bouwnr-105/43225098/,3-Laagse hoekwoning (Bouwnr. 105),,1362 LK,Almere,Olympiakwartier Oost (brt),605000.0,€ 4.802,Onder optie,"Eengezinswoning, hoekwoning",Nieuwbouw,Na 2020,,Plat dak,,126 m²,,,,,451 m³,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,"Douche, toilet, en wastafel",3 woonlagen,Elektra,A++,Geen isolatie,Stadsverwarming,Stadsverwarming,,,In woonwijk,Achtertuin,,,Vrijstaande houten berging,Openbaar parkeren,125.0,,,Woningborg Garantiecertificaat,,,,,,,,,,,,,,,,,,,,,601162.6163017844,True,3837.3836982155917,3837.3836982155917
https://www.funda.nl/detail/koop/almere/huis-obelixstraat-12/43395252/,Obelixstraat,12.0,1336 MN,Almere,Stripheldenbuurt Zuid,700000.0,€ 3.571,Beschikbaar,"Eengezinswoning, hoekwoning",Bestaande bouw,2008,Gedeeltelijk gestoffeerd,Plat dak bedekt met bitumineuze dakbedekking,,196 m²,6 m²,,,201 m²,704 m³,7 kamers (6 slaapkamers),2 badkamers en 1 apart toilet,"2 douches, 2 toiletten, 2 wastafels, en wastafelmeubel",3 woonlagen,"Glasvezelkabel, mechanische ventilatie, schuifpui, en TV kabel",A,"Dakisolatie, muurisolatie, vloerisolatie en volledig geïsoleerd",Cv-ketel en gedeeltelijke vloerverwarming,Cv-ketel,201 m²,Volle eigendom,"Aan vaarwater, aan water, in woonwijk en vrij uitzicht",Achtertuin en voortuin,"53 m² (6,88 meter diep en 7,76 meter breed)",Gelegen op het zuidwesten,Aangebouwde houten berging,Op eigen terrein,1.335,57%,€ 3.957,,"Gas gestookt combiketel, eigendom",,,,,,,,,,,,,,,,,,,,720262.1925489365,True,-20262.192548936466,20262.192548936466
https://www.funda.nl/detail/koop/almere/huis-b2-bouwnr-4/43809588/,B2 (Bouwnr. 4),,1362 LC,Almere,Olympiakwartier Oost (brt),575040.0,€ 4.832,Verkocht onder voorbehoud,"Eengezinswoning, hoekwoning",Nieuwbouw,2025,,,,119 m²,,,,89 m²,453 m³,5 kamers (4 slaapkamers),,,3 woonlagen,,A++,,,,89 m²,,In woonwijk,,,,Vrijstaande houten berging,,125.0,,,,,,,,,,,,,,,,,,,,,,,,569080.2797415494,True,5959.720258450601,5959.720258450601
https://www.funda.nl/detail/koop/almere/huis-kornwierde-190/43389949/,Kornwierde,190.0,1353 KV,Almere,Kornwierde en Leemwierde,395000.0,€ 3.873,Verkocht onder voorbehoud,"Eengezinswoning, tussenwoning",Bestaande bouw,1983,,,,102 m²,,,8 m²,198 m²,370 m³,4 kamers (3 slaapkamers),,,2 woonlagen,Mechanische ventilatie,A,,Cv-ketel,Cv-ketel,198 m²,,"Aan bosrand, aan rustige weg en in woonwijk",Achtertuin,"54 m² (9,00 meter diep en 6,00 meter breed)",Gelegen op het zuiden bereikbaar via achterom,,Openbaar parkeren,1.06,37%,€ 3.816,,"Gas gestookt, eigendom",Vrijstaande stenen garage,1 auto,,,,,,,,,,,,,,,,,,407659.2607537364,True,-12659.260753736424,12659.260753736424
https://www.funda.nl/detail/koop/almere/huis-4-laagse-tussenwoning-bouwnr-20/43225053/,4-Laagse tussenwoning (Bouwnr. 20),,1362 LK,Almere,Olympiakwartier Oost (brt),595000.0,€ 4.648,Verkocht onder voorbehoud,"Eengezinswoning, tussenwoning",Nieuwbouw,Na 2020,,Plat dak,,128 m²,,,,,468 m³,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,"Douche, toilet, en wastafel",4 woonlagen,Elektra,A++,Geen isolatie,Stadsverwarming,Stadsverwarming,,,In woonwijk,Achtertuin,,,Vrijstaande houten berging,Openbaar parkeren,125.0,,,Woningborg Garantiecertificaat,,,,,,,,,,,,,,,,,,,,,582538.1337148505,True,12461.866285149474,12461.866285149474
https://www.funda.nl/detail/koop/almere/huis-rudolf-nureyevstraat-95/89747178/,Rudolf Nureyevstraat,95.0,1326 TE,Almere,Danswijk Zuidoost,450000.0,€ 4.091,Verkocht onder voorbehoud,"Eengezinswoning, tussenwoning",Bestaande bouw,1997,,Zadeldak bedekt met pannen,,110 m²,,12 m²,8 m²,138 m²,369 m³,6 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,"Inloopdouche, wastafel, en wastafelmeubel",2 woonlagen en een zolder,Elektra,A,Volledig geïsoleerd,Stadsverwarming,Stadsverwarming,138 m²,Volle eigendom,Beschutte ligging en in woonwijk,Achtertuin en voortuin,,,Aangebouwde houten berging,Openbaar parkeren,1.165,55%,,,,,,,,Dakterras aanwezig,,,,,,,,,,,,,,,495447.5831030841,True,-45447.58310308412,45447.58310308412
https://www.funda.nl/detail/koop/almere/huis-a1-bouwnr-11/43809589/,A1 (Bouwnr. 11),,1362 LC,Almere,Olympiakwartier Oost (brt),522660.0,€ 4.667,Verkocht onder voorbehoud,"Eengezinswoning, tussenwoning",Nieuwbouw,2025,,,,112 m²,,,,90 m²,404 m³,5 kamers (4 slaapkamers),,,3 woonlagen,,A++,,,,90 m²,,In woonwijk,,,,Vrijstaande houten berging,,125.0,,,,,,,,,,,,,,,,,,,,,,,,532242.0756886163,True,-9582.075688616256,9582.075688616256
https://www.funda.nl/detail/koop/almere/huis-3-laagse-tussenwoning-bouwnr-86/43225090/,3-Laagse tussenwoning (Bouwnr. 86),,1362 LK,Almere,Olympiakwartier Oost (brt),490000.0,€ 4.757,Verkocht onder voorbehoud,"Eengezinswoning, tussenwoning",Nieuwbouw,Na 2020,,Plat dak,,103 m²,,,,76 m²,379 m³,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,"Douche, toilet, en wastafel",3 woonlagen,Elektra,A+++,Geen isolatie,Stadsverwarming,Stadsverwarming,76 m²,,In woonwijk,Achtertuin,,,Vrijstaande houten berging,Openbaar parkeren,125.0,,,Woningborg Garantiecertificaat,,,,,,,,,,,,,,,,,,,,,509260.07816588937,True,-19260.07816588937,19260.07816588937
https://www.funda.nl/detail/koop/almere/huis-middenhof-8/43301894/,Middenhof,8.0,1354 EC,Almere,Middenhof en Uithof,375000.0,€ 3.319,Verkocht onder voorbehoud,"Eengezinswoning, tussenwoning",Bestaande bouw,1977,,,,113 m²,,7 m²,7 m²,117 m²,373 m³,6 kamers (5 slaapkamers),,,3 woonlagen,Mechanische ventilatie,B,,Cv-ketel,Cv-ketel,117 m²,,"Aan bosrand, in bosrijke omgeving en in woonwijk",Achtertuin en voortuin,"12,00 meter diep en 5,00 meter breed",Gelegen op het westen bereikbaar via achterom,,Openbaar parkeren,845.0,37%,,,"Gas gestookt, eigendom",Vrijstaande stenen garage,1 auto,,,,,,,,,,,,,,,,,,399616.3539521039,True,-24616.353952103877,24616.353952103877
https://www.funda.nl/detail/koop/almere/huis-de-vlet-tussenwoning-bouwnr-327/43264384/,De Vlet - Tussenwoning (Bouwnr. 327),,1349 NC,Almere,Oosterwold Zuid,384000.0,€ 6.737,Verkocht onder voorbehoud,"Eengezinswoning, tussenwoning",Nieuwbouw,2026,,Plat dak,,57 m²,,,4 m²,119 m²,265 m³,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche en wastafel,2 woonlagen,Zonnepanelen,A++++,Volledig geïsoleerd,Gehele vloerverwarming en warmtepomp,,119 m²,,"Aan rustige weg, in woonwijk, landelijk gelegen en vrij uitzicht",Achtertuin,,,Vrijstaande houten berging,Openbaar parkeren,3.53,40%,€ 5.670,,,,,,,,,,,,,,,,,,,,,,377221.4900825311,True,6778.50991746888,6778.50991746888
